id,date,store_nbr,item_nbr,unit_sales,onpromotion
101689029,2017-01-01,25,457425,1.0,False
101689030,2017-01-01,25,457556,2.0,False
101689031,2017-01-01,25,457688,3.0,False
101689032,2017-01-01,25,458029,13.0,False
101689033,2017-01-01,25,459762,2.0,False
101689034,2017-01-01,25,459804,1.0,False
101689035,2017-01-01,25,464302,1.0,False
101689036,2017-01-01,25,464333,1.0,False
101689037,2017-01-01,25,464339,8.0,False
101689038,2017-01-01,25,464374,47.0,True
101689039,2017-01-01,25,464385,4.0,False
101689040,2017-01-01,25,464536,3.0,False
101689041,2017-01-01,25,467887,3.0,False
101689042,2017-01-01,25,468058,2.0,False
101689043,2017-01-01,25,468265,2.0,False
101689044,2017-01-01,25,470625,1.0,False
101689045,2017-01-01,25,471985,4.0,False
101689046,2017-01-01,25,472526,1.0,False
101689047,2017-01-01,25,472645,1.0,False
101689048,2017-01-01,25,472658,1.0,False
101689049,2017-01-01,25,476261,2.0,False
101689050,2017-01-01,25,502067,1.0,False
101689051,2017-01-01,25,502182,2.0,False
101689052,2017-01-01,25,502227,10.0,False
101689053,2017-01-01,25,502230,3.0,True
101689054,2017-01-01,25,502331,50.0,False
101689055,2017-01-01,25,506717,2.0,False
101689056,2017-01-01,25,507457,3.0,False
101689057,2017-01-01,25,507478,3.0,False
101689058,2017-01-01,25,507479,1.0,False
101689059,2017-01-01,25,507641,2.0,False
101689060,2017-01-01,25,507867,1.0,False
101689061,2017-01-01,25,507870,2.0,False
101689062,2017-01-01,25,507927,3.0,False
101689063,2017-01-01,25,508069,1.0,False
101689064,2017-01-01,25,509872,2.0,False
101689065,2017-01-01,25,510054,5.0,True
101689066,2017-01-01,25,510057,5.0,True
101689067,2017-01-01,25,511172,8.0,False
101689068,2017-01-01,25,513379,1.0,False
101689069,2017-01-01,25,513853,2.0,False
101689070,2017-01-01,25,513855,1.0,False
101689071,2017-01-01,25,514149,2.0,False
101689072,2017-01-01,25,514172,22.0,True
101689073,2017-01-01,25,514327,7.0,False
101689074,2017-01-01,25,514730,1.0,False
101689075,2017-01-01,25,517615,2.0,False
101689076,2017-01-01,25,517905,1.0,True
101689077,2017-01-01,25,517906,2.0,False
101689078,2017-01-01,25,517909,0.472,False
101689079,2017-01-01,25,518094,54.0,False
101689080,2017-01-01,25,519560,3.411,False
101689081,2017-01-01,25,521818,1.0,False
101689082,2017-01-01,25,522721,2.0,False
101689083,2017-01-01,25,523054,2.0,False
101689084,2017-01-01,25,552050,2.0,False
101689085,2017-01-01,25,554047,2.0,False
101689086,2017-01-01,25,557256,15.0,False
101689087,2017-01-01,25,557257,8.0,False
101689088,2017-01-01,25,557285,7.0,False
101689089,2017-01-01,25,557286,2.0,False
101689090,2017-01-01,25,557305,7.0,False
101689091,2017-01-01,25,557408,7.0,False
101689092,2017-01-01,25,557420,1.0,False
101689093,2017-01-01,25,557810,1.0,False
101689094,2017-01-01,25,558730,2.0,False
101689095,2017-01-01,25,559044,2.0,False
101689096,2017-01-01,25,559870,10.0,False
101689097,2017-01-01,25,559872,1.0,False
101689098,2017-01-01,25,559873,12.0,True
101689099,2017-01-01,25,563966,1.0,False
101689100,2017-01-01,25,564110,9.0,False
101689101,2017-01-01,25,564272,1.0,False
101689102,2017-01-01,25,564274,25.0,True
101689103,2017-01-01,25,564287,3.0,False
101689104,2017-01-01,25,564288,7.0,False
101689105,2017-01-01,25,564533,6.0,False
101689106,2017-01-01,25,567579,1.0,False
101689107,2017-01-01,25,567588,5.0,False
101689108,2017-01-01,25,567623,15.0,True
101689109,2017-01-01,25,567644,3.0,False
101689110,2017-01-01,25,567778,1.0,False
101689111,2017-01-01,25,567779,6.0,True
101689112,2017-01-01,25,567781,1.0,False
101689113,2017-01-01,25,573832,3.0,False
101689114,2017-01-01,25,574898,4.0,False
101689115,2017-01-01,25,575675,2.0,False
101689116,2017-01-01,25,577743,4.0,False
101689117,2017-01-01,25,577745,3.0,False
101689118,2017-01-01,25,580929,3.0,False
101689119,2017-01-01,25,581078,9.0,True
101689120,2017-01-01,25,582863,0.944,False
101689121,2017-01-01,25,582864,9.681,False
101689122,2017-01-01,25,582865,0.919,False
101689123,2017-01-01,25,583795,8.48,False
101689124,2017-01-01,25,583797,1.318,False
101689125,2017-01-01,25,583868,0.569,False
101689126,2017-01-01,25,583925,2.213,False
101689127,2017-01-01,25,583931,4.012,False
101689128,2017-01-01,25,583968,0.86,False
101689129,2017-01-01,25,583973,0.952,False
101689130,2017-01-01,25,584027,0.545,False
101689131,2017-01-01,25,584028,7.697999999999999,False
101689132,2017-01-01,25,584076,0.906,False
101689133,2017-01-01,25,584078,14.195,False
101689134,2017-01-01,25,584188,0.465,False
101689135,2017-01-01,25,586969,2.0,False
101689136,2017-01-01,25,587069,6.0,False
101689137,2017-01-01,25,587156,3.0,False
101689138,2017-01-01,25,587186,4.0,False
101689139,2017-01-01,25,589403,10.0,False
101689140,2017-01-01,25,592801,6.0,False
101689141,2017-01-01,25,594045,1.0,False
101689142,2017-01-01,25,598414,1.0,False
101689143,2017-01-01,25,617092,4.0,False
101689144,2017-01-01,25,617096,2.0,False
101689145,2017-01-01,25,617103,1.0,False
101689146,2017-01-01,25,621300,6.0,False
101689147,2017-01-01,25,623316,3.0410000000000004,False
101689148,2017-01-01,25,627263,1.0,True
101689149,2017-01-01,25,633996,2.7960000000000003,False
101689150,2017-01-01,25,633997,57.075,False
101689151,2017-01-01,25,634008,0.862,False
101689152,2017-01-01,25,634009,0.563,False
101689153,2017-01-01,25,634010,0.578,False
101689154,2017-01-01,25,634014,1.602,False
101689155,2017-01-01,25,641042,3.0,False
101689156,2017-01-01,25,648313,4.0,False
101689157,2017-01-01,25,651523,1.0,False
101689158,2017-01-01,25,655427,1.0,False
101689159,2017-01-01,25,657869,1.0,False
101689160,2017-01-01,25,660502,2.0,False
101689161,2017-01-01,25,660503,2.0,False
101689162,2017-01-01,25,661582,2.0,True
101689163,2017-01-01,25,664537,6.0,False
101689164,2017-01-01,25,664539,2.0,False
101689165,2017-01-01,25,664543,8.0,False
101689166,2017-01-01,25,664545,2.0,False
101689167,2017-01-01,25,668752,4.0,False
101689168,2017-01-01,25,671039,92.0,False
101689169,2017-01-01,25,671051,3.0,False
101689170,2017-01-01,25,671055,1.0,True
101689171,2017-01-01,25,671062,3.0,True
101689172,2017-01-01,25,671067,5.0,False
101689173,2017-01-01,25,671076,5.0,False
101689174,2017-01-01,25,671079,3.0,False
101689175,2017-01-01,25,671083,4.0,False
101689176,2017-01-01,25,671084,2.0,False
101689177,2017-01-01,25,671699,4.376,False
101689178,2017-01-01,25,671706,3.617,False
101689179,2017-01-01,25,671708,4.138,False
101689180,2017-01-01,25,673306,2.0,False
101689181,2017-01-01,25,673415,1.0,False
101689182,2017-01-01,25,679442,1.0,False
101689183,2017-01-01,25,679602,8.0,False
101689184,2017-01-01,25,679603,1.0,False
101689185,2017-01-01,25,679604,1.0,False
101689186,2017-01-01,25,681606,1.0,False
101689187,2017-01-01,25,683722,1.0,False
101689188,2017-01-01,25,683723,4.0,False
101689189,2017-01-01,25,686034,1.0,False
101689190,2017-01-01,25,686035,1.0,False
101689191,2017-01-01,25,691945,1.0,True
101689192,2017-01-01,25,692104,1.0,False
101689193,2017-01-01,25,692105,3.0,False
101689194,2017-01-01,25,692531,3.0,False
101689195,2017-01-01,25,696183,2.0,False
101689196,2017-01-01,25,699687,3.133,False
101689197,2017-01-01,25,699692,14.909,False
101689198,2017-01-01,25,699703,4.516,False
101689199,2017-01-01,25,700609,1.0,False
101689200,2017-01-01,25,723184,1.0,False
101689201,2017-01-01,25,723210,1.0,False
101689202,2017-01-01,25,724359,3.0,True
101689203,2017-01-01,25,724403,2.0,False
101689204,2017-01-01,25,724498,2.0,False
101689205,2017-01-01,25,730258,38.0,False
101689206,2017-01-01,25,732006,4.0,False
101689207,2017-01-01,25,736128,3.0,False
101689208,2017-01-01,25,738219,3.0,False
101689209,2017-01-01,25,740713,2.0,False
101689210,2017-01-01,25,740714,2.0,False
101689211,2017-01-01,25,740726,1.0,False
101689212,2017-01-01,25,740728,3.0,False
101689213,2017-01-01,25,740729,1.0,False
101689214,2017-01-01,25,742735,1.0,False
101689215,2017-01-01,25,743494,2.0,False
101689216,2017-01-01,25,749421,7.0,False
101689217,2017-01-01,25,749720,3.0,False
101689218,2017-01-01,25,750856,1.0,False
101689219,2017-01-01,25,752987,3.0,False
101689220,2017-01-01,25,757880,4.0,False
101689221,2017-01-01,25,759694,3.0,False
101689222,2017-01-01,25,759697,27.0,False
101689223,2017-01-01,25,759698,6.0,False
101689224,2017-01-01,25,759894,1.0,False
101689225,2017-01-01,25,762405,1.0,False
101689226,2017-01-01,25,764438,2.0,False
101689227,2017-01-01,25,764439,1.0,False
101689228,2017-01-01,25,765518,2.0,False
101689229,2017-01-01,25,765520,1.0,True
101689230,2017-01-01,25,767183,9.0,False
101689231,2017-01-01,25,769312,1.0,False
101689232,2017-01-01,25,770453,3.0,False
101689233,2017-01-01,25,770463,42.0,False
101689234,2017-01-01,25,781796,4.0,False
101689235,2017-01-01,25,781797,4.0,False
101689236,2017-01-01,25,783243,2.0,False
101689237,2017-01-01,25,789223,3.0,True
101689238,2017-01-01,25,789224,5.0,True
101689239,2017-01-01,25,793345,1.0,False
101689240,2017-01-01,25,793346,2.0,False
101689241,2017-01-01,25,794245,1.0,False
101689242,2017-01-01,25,795610,1.0,False
101689243,2017-01-01,25,796394,1.0,True
101689244,2017-01-01,25,799461,1.0,False
101689245,2017-01-01,25,801217,3.0,False
101689246,2017-01-01,25,801934,2.0,False
101689247,2017-01-01,25,802831,2.0,False
101689248,2017-01-01,25,802832,2.0,False
101689249,2017-01-01,25,802833,9.0,False
101689250,2017-01-01,25,804503,1.0,False
101689251,2017-01-01,25,804932,12.0,False
101689252,2017-01-01,25,804974,9.0,False
101689253,2017-01-01,25,805310,6.0,False
101689254,2017-01-01,25,805321,1.0,False
101689255,2017-01-01,25,807493,4.0,False
101689256,2017-01-01,25,807495,6.0,False
101689257,2017-01-01,25,809183,4.0,False
101689258,2017-01-01,25,809184,2.0,False
101689259,2017-01-01,25,809882,3.0,False
101689260,2017-01-01,25,812716,9.0,False
101689261,2017-01-01,25,812725,1.0,False
101689262,2017-01-01,25,812735,2.0,False
101689263,2017-01-01,25,812751,48.0,False
101689264,2017-01-01,25,812757,107.0,False
101689265,2017-01-01,25,812769,67.0,False
101689266,2017-01-01,25,816679,3.987,False
101689267,2017-01-01,25,819195,2.0,False
101689268,2017-01-01,25,819206,9.022,False
101689269,2017-01-01,25,819209,2.272,False
101689270,2017-01-01,25,819228,2.6010000000000004,False
101689271,2017-01-01,25,819231,3.245,False
101689272,2017-01-01,25,823245,2.0,False
101689273,2017-01-01,25,827911,2.0,False
101689274,2017-01-01,25,828204,21.0,False
101689275,2017-01-01,25,828630,5.0,False
101689276,2017-01-01,25,829389,2.0,False
101689277,2017-01-01,25,829414,1.0,False
101689278,2017-01-01,25,830625,2.0,False
101689279,2017-01-01,25,830829,2.0,False
101689280,2017-01-01,25,833395,2.0,False
101689281,2017-01-01,25,838215,4.0,False
101689282,2017-01-01,25,838216,10.0,False
101689283,2017-01-01,25,838217,3.0,False
101689284,2017-01-01,25,838406,3.0,False
101689285,2017-01-01,25,838407,3.0,False
101689286,2017-01-01,25,838408,2.0,False
101689287,2017-01-01,25,838409,3.0,False
101689288,2017-01-01,25,838412,3.0,False
101689289,2017-01-01,25,838413,2.0,False
101689290,2017-01-01,25,838415,2.0,False
101689291,2017-01-01,25,839362,11.0,False
101689292,2017-01-01,25,839363,13.0,False
101689293,2017-01-01,25,839364,3.0,False
101689294,2017-01-01,25,839367,11.0,False
101689295,2017-01-01,25,839545,3.0,False
101689296,2017-01-01,25,841197,5.0,False
101689297,2017-01-01,25,841570,2.0,True
101689298,2017-01-01,25,841612,1.0,False
101689299,2017-01-01,25,841667,20.0,True
101689300,2017-01-01,25,841841,4.0,False
101689301,2017-01-01,25,841842,1.0,True
101689302,2017-01-01,25,843462,7.0,False
101689303,2017-01-01,25,843585,27.0,False
101689304,2017-01-01,25,843589,1.0,False
101689305,2017-01-01,25,843607,1.0,False
101689306,2017-01-01,25,843610,1.0,False
101689307,2017-01-01,25,844017,3.0,True
101689308,2017-01-01,25,844019,1.238,False
101689309,2017-01-01,25,846565,4.0,False
101689310,2017-01-01,25,847569,2.0,False
101689311,2017-01-01,25,847863,2.0,False
101689312,2017-01-01,25,847894,3.0,False
101689313,2017-01-01,25,848765,1.0,False
101689314,2017-01-01,25,848953,1.0,False
101689315,2017-01-01,25,849095,2.0,False
101689316,2017-01-01,25,849098,3.0,False
101689317,2017-01-01,25,849135,1.0,False
101689318,2017-01-01,25,849136,1.0,False
101689319,2017-01-01,25,849139,1.0,False
101689320,2017-01-01,25,849312,5.0,False
101689321,2017-01-01,25,849941,6.098,True
101689322,2017-01-01,25,850333,1.0,False
101689323,2017-01-01,25,850334,1.0,False
101689324,2017-01-01,25,850460,2.0,True
101689325,2017-01-01,25,851982,4.0,False
101689326,2017-01-01,25,852110,3.0,False
101689327,2017-01-01,25,852620,3.0,False
101689328,2017-01-01,25,852937,6.0,False
101689329,2017-01-01,25,852938,5.0,False
101689330,2017-01-01,25,858872,1.0,False
101689331,2017-01-01,25,859529,1.0,False
101689332,2017-01-01,25,859966,4.0,False
101689333,2017-01-01,25,860548,2.0,False
101689334,2017-01-01,25,860549,1.0,False
101689335,2017-01-01,25,862454,1.0,True
101689336,2017-01-01,25,864508,3.0,False
101689337,2017-01-01,25,864510,3.0,False
101689338,2017-01-01,25,864511,1.0,False
101689339,2017-01-01,25,865147,3.0,False
101689340,2017-01-01,25,867850,2.0,False
101689341,2017-01-01,25,868529,4.0,True
101689342,2017-01-01,25,870544,14.0,True
101689343,2017-01-01,25,870546,2.0,False
101689344,2017-01-01,25,870938,1.0,False
101689345,2017-01-01,25,871118,0.723,False
101689346,2017-01-01,25,871421,11.0,False
101689347,2017-01-01,25,875604,1.0,False
101689348,2017-01-01,25,882624,6.0,False
101689349,2017-01-01,25,885543,5.0,False
101689350,2017-01-01,25,885553,10.0,False
101689351,2017-01-01,25,886067,3.0,False
101689352,2017-01-01,25,888630,1.0,False
101689353,2017-01-01,25,888689,11.0,False
101689354,2017-01-01,25,888761,4.0,False
101689355,2017-01-01,25,888763,3.0,False
101689356,2017-01-01,25,890215,2.0,False
101689357,2017-01-01,25,890374,2.0,False
101689358,2017-01-01,25,890825,4.0,False
101689359,2017-01-01,25,898656,1.0,False
101689360,2017-01-01,25,900196,8.0,False
101689361,2017-01-01,25,903284,9.793,False
101689362,2017-01-01,25,903286,21.731,False
101689363,2017-01-01,25,906979,64.0,False
101689364,2017-01-01,25,907671,14.0,False
101689365,2017-01-01,25,907684,2.0,False
101689366,2017-01-01,25,908741,1.0,False
101689367,2017-01-01,25,911429,10.0,False
101689368,2017-01-01,25,913102,11.0,False
101689369,2017-01-01,25,913363,15.0,False
101689370,2017-01-01,25,913364,4.0,False
101689371,2017-01-01,25,913526,1.0,False
101689372,2017-01-01,25,913964,1.0,True
101689373,2017-01-01,25,913966,5.0,True
101689374,2017-01-01,25,913967,1.0,True
101689375,2017-01-01,25,913968,1.0,True
101689376,2017-01-01,25,915310,1.0,False
101689377,2017-01-01,25,915810,8.0,False
101689378,2017-01-01,25,915822,3.0,False
101689379,2017-01-01,25,916885,7.0,False
101689380,2017-01-01,25,916886,3.0,False
101689381,2017-01-01,25,926958,4.0,False
101689382,2017-01-01,25,938125,7.0,False
101689383,2017-01-01,25,938126,30.0,False
101689384,2017-01-01,25,938567,10.0,False
101689385,2017-01-01,25,938570,2.0,False
101689386,2017-01-01,25,938574,6.0,True
101689387,2017-01-01,25,938575,10.0,False
101689388,2017-01-01,25,938576,1.0,False
101689389,2017-01-01,25,938659,6.0,False
101689390,2017-01-01,25,939129,2.0,False
101689391,2017-01-01,25,939130,2.0,False
101689392,2017-01-01,25,939131,1.0,False
101689393,2017-01-01,25,939207,11.0,False
101689394,2017-01-01,25,939210,3.0,False
101689395,2017-01-01,25,939662,1.0,False
101689396,2017-01-01,25,939663,1.0,False
101689397,2017-01-01,25,940590,1.0,False
101689398,2017-01-01,25,940591,1.0,False
101689399,2017-01-01,25,940592,1.0,False
101689400,2017-01-01,25,940664,1.0,False
101689401,2017-01-01,25,946277,1.0,False
101689402,2017-01-01,25,949053,3.0,True
101689403,2017-01-01,25,949243,2.0,False
101689404,2017-01-01,25,949299,2.0,False
101689405,2017-01-01,25,949511,3.0,False
101689406,2017-01-01,25,953427,4.0,False
101689407,2017-01-01,25,953562,1.0,False
101689408,2017-01-01,25,954553,11.0,False
101689409,2017-01-01,25,956011,3.0,True
101689410,2017-01-01,25,956013,2.0,True
